capture_key,city,returned_spotify_id,spotify_name,monthly_listeners,followers,world_rank,stats_extracted_at_utc,source,source_access,requested_spotify_id,wikidata_qid,band_name,spotify_expected_name,formation_qid,formation_label,instance_label,country_label,identity_decision,origin_override,reason,source_url,identity_name_match,identity_status,identity_accepted,band_eligible,eligibility_status,requested_is_returned,redirect_duplicate
The Chemical Brothers [1GhPHrq36VKCY3ucVaZCfo],,1GhPHrq36VKCY3ucVaZCfo,The Chemical Brothers,9143502,2435363,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1GhPHrq36VKCY3ucVaZCfo,Q208507,The Chemical Brothers,The Chemical Brothers,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Simply Red [1fa0cOhromAZdq2xRA4vv8],,1fa0cOhromAZdq2xRA4vv8,Simply Red,9097250,2960800,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1fa0cOhromAZdq2xRA4vv8,Q339430,Simply Red,Simply Red,Q18125,Manchester,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Jamiroquai [6J7biCazzYhU3gM9j1wfid],,6J7biCazzYhU3gM9j1wfid,Jamiroquai,9068742,3053662,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6J7biCazzYhU3gM9j1wfid,Q202041,Jamiroquai,Jamiroquai,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Iron Maiden [6mdiAmATAx73kdxrNrnlao],,6mdiAmATAx73kdxrNrnlao,Iron Maiden,9029433,10931269,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6mdiAmATAx73kdxrNrnlao,Q42482,Iron Maiden,Iron Maiden,Q2750829,Leyton,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Toploader [6xeFne1rkxMhKSW3ipvkdV],,6xeFne1rkxMhKSW3ipvkdV,Toploader,8829850,146489,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6xeFne1rkxMhKSW3ipvkdV,Q1742953,Toploader,Toploader,Q208262,Eastbourne,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
New Order [0yNLKJebCb8Aueb54LYya3],,0yNLKJebCb8Aueb54LYya3,New Order,8786188,2651294,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0yNLKJebCb8Aueb54LYya3,Q214990,New Order,New Order,Q47952,Salford,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Massive Attack [6FXMGgJwohJLUSr5nVlf9X],,6FXMGgJwohJLUSr5nVlf9X,Massive Attack,8692931,2943616,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6FXMGgJwohJLUSr5nVlf9X,Q357418,Massive Attack,Massive Attack,Q23154,Bristol,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Who [67ea9eGLXYMsO2eYQRui3w],,67ea9eGLXYMsO2eYQRui3w,The Who,8659112,6100346,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,67ea9eGLXYMsO2eYQRui3w,Q93346,The Who,The Who,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
D-Block Europe [5VadK1havLhK1OpKYsXv9y],,5VadK1havLhK1OpKYsXv9y,D-Block Europe,8351560,1930307,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5VadK1havLhK1OpKYsXv9y,Q63313993,D-Block Europe,D-Block Europe,Q6537297,Lewisham,male duo|musical collective|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
alt-J [3XHO7cRUPCLOr6jwp8vsx5],,3XHO7cRUPCLOr6jwp8vsx5,alt-J,8110938,3499216,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3XHO7cRUPCLOr6jwp8vsx5,Q47996,alt-J,alt-J,Q39121,Leeds,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Proclaimers [1A92IAcd7A6npCA33oGM5i],,1A92IAcd7A6npCA33oGM5i,The Proclaimers,8100195,438174,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1A92IAcd7A6npCA33oGM5i,Q289622,The Proclaimers,The Proclaimers,Q758624,Auchtermuchty,musical duo|twin brother duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Dexys Midnight Runners [4QTVePrFu1xuGM9K0kNXkk],,4QTVePrFu1xuGM9K0kNXkk,Dexys Midnight Runners,7999321,384886,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4QTVePrFu1xuGM9K0kNXkk,Q247259,Dexys Midnight Runners,Dexys Midnight Runners,Q2256,Birmingham,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Kinks [1SQRv42e4PjEYfPhS0Tk9E],,1SQRv42e4PjEYfPhS0Tk9E,The Kinks,7864488,2958309,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1SQRv42e4PjEYfPhS0Tk9E,Q188713,The Kinks,The Kinks,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Supertramp [3JsMj0DEzyWc0VDlHuy9Bx],,3JsMj0DEzyWc0VDlHuy9Bx,Supertramp,7695790,4214119,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3JsMj0DEzyWc0VDlHuy9Bx,Q176457,Supertramp,Supertramp,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Oh Wonder [5cIc3SBFuBLVxJz58W2tU9],,5cIc3SBFuBLVxJz58W2tU9,Oh Wonder,7552797,1128715,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5cIc3SBFuBLVxJz58W2tU9,Q21452721,Oh Wonder,Oh Wonder,Q84,London,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
London Symphony Orchestra [5yxyJsFanEAuwSM5kOuZKc],,5yxyJsFanEAuwSM5kOuZKc,London Symphony Orchestra,7321828,397071,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5yxyJsFanEAuwSM5kOuZKc,Q155805,London Symphony Orchestra,London Symphony Orchestra,Q21,England,exempt charity|nonprofit organization|symphony orchestra,United Kingdom,,,,,True,accepted_exact_name,True,False,excluded_orchestra,True,False
Goodboys [2nm38smINjms1LtczR0Cei],,2nm38smINjms1LtczR0Cei,Goodboys,7292613,130149,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2nm38smINjms1LtczR0Cei,Q65052503,Goodboys,Goodboys,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Wanted [2NhdGz9EDv2FeUw6udu2g1],,2NhdGz9EDv2FeUw6udu2g1,The Wanted,7143333,2480552,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2NhdGz9EDv2FeUw6udu2g1,Q34918,The Wanted,The Wanted,Q21,England,boy band|musical group,United Kingdom,,London,Wikidata records only England; Apple Music records London as the formation place,https://music.apple.com/us/artist/the-wanted/3445978,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Culture Club [6kz53iCdBSqhQCZ21CoLcc],,6kz53iCdBSqhQCZ21CoLcc,Culture Club,7076755,1913999,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6kz53iCdBSqhQCZ21CoLcc,Q50037,Culture Club,Culture Club,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Deep Purple [568ZhdwyaiCyOGJRtNYhWf],,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,6998809,6229490,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,568ZhdwyaiCyOGJRtNYhWf,Q101505,Deep Purple,Deep Purple,Q21|Q84|Q9681,England|Hertford|London,rock band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Kooks [1GLtl8uqKmnyCWxHmw9tL4],,1GLtl8uqKmnyCWxHmw9tL4,The Kooks,6950019,2737101,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1GLtl8uqKmnyCWxHmw9tL4,Q211768,The Kooks,The Kooks,Q131491,Brighton,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
La Roux [3K2zB87GZv1krx031en5VA],,3K2zB87GZv1krx031en5VA,La Roux,6858904,712440,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3K2zB87GZv1krx031en5VA,Q200002,La Roux,La Roux,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
10cc [6i6WlGzQtXtz7GcC5H5st5],,6i6WlGzQtXtz7GcC5H5st5,10cc,6808182,952868,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6i6WlGzQtXtz7GcC5H5st5,Q169145,10cc,10cc,Q18655,Stockport,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
CamelPhat [240wlM8vDrf6S4zCyzGj2W],,240wlM8vDrf6S4zCyzGj2W,CamelPhat,6543464,572358,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,240wlM8vDrf6S4zCyzGj2W,Q21008079,CamelPhat,CamelPhat,Q24826,Liverpool,disc jockey|musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Take That [1XgFuvRd7r5g0h844A5ZUQ],,1XgFuvRd7r5g0h844A5ZUQ,Take That,6539015,1517488,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1XgFuvRd7r5g0h844A5ZUQ,Q152066,Take That,Take That,Q18125,Manchester,boy band,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Whitesnake [3UbyYnvNIT5DFXU4WgiGpP],,3UbyYnvNIT5DFXU4WgiGpP,Whitesnake,6249726,3532823,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3UbyYnvNIT5DFXU4WgiGpP,Q189965,Whitesnake,Whitesnake,Q171866,Middlesbrough,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Vamps [7gAppWoH7pcYmphCVTXkzs],,7gAppWoH7pcYmphCVTXkzs,The Vamps,6167219,5952843,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7gAppWoH7pcYmphCVTXkzs,Q15042553,The Vamps,The Vamps,Q21|Q84,England|London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Human League [1aX2dmV8XoHYCOQRxjPESG],,1aX2dmV8XoHYCOQRxjPESG,The Human League,6085844,1370364,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,1aX2dmV8XoHYCOQRxjPESG,Q730158,The Human League,The Human League,Q42448,Sheffield,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Pretenders [0GByy3DcfbQwDvXGCWmzv9],,0GByy3DcfbQwDvXGCWmzv9,Pretenders,6044974,1771319,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0GByy3DcfbQwDvXGCWmzv9,Q667389,The Pretenders,The Pretenders,Q204720,Hereford,musical group,United Kingdom,approve,,Spotify differs only by the leading article: The Pretenders / Pretenders,https://open.spotify.com/artist/0GByy3DcfbQwDvXGCWmzv9,False,accepted_reviewed_alias,True,True,eligible_group_or_duo,True,False
AlunaGeorge [2VAnyOxzJuSAj7XIuEOT38],,2VAnyOxzJuSAj7XIuEOT38,AlunaGeorge,6010368,456793,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2VAnyOxzJuSAj7XIuEOT38,Q10353,AlunaGeorge,AlunaGeorge,Q84,London,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Portishead [6liAMWkVf5LH7YR9yfFy1Y],,6liAMWkVf5LH7YR9yfFy1Y,Portishead,5958911,2540792,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6liAMWkVf5LH7YR9yfFy1Y,Q191352,Portishead,Portishead,Q23154,Bristol,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Frou Frou [6MUyqmIQ35inLjch0YzIEG],,6MUyqmIQ35inLjch0YzIEG,Frou Frou,5930276,419619,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6MUyqmIQ35inLjch0YzIEG,Q2629330,Frou Frou,Frou Frou,Q84,London,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Royal Philharmonic Orchestra [0MvSBMGRQJY3mRwIbJsqF1],,0MvSBMGRQJY3mRwIbJsqF1,Royal Philharmonic Orchestra,5838561,232814,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0MvSBMGRQJY3mRwIbJsqF1,Q856125,Royal Philharmonic Orchestra,Royal Philharmonic Orchestra,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,False,excluded_orchestra,True,False
Royal Philharmonic Orchestra [7Ah35lhlp7p3HOVmmzJh2I],,0MvSBMGRQJY3mRwIbJsqF1,Royal Philharmonic Orchestra,5838561,232814,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7Ah35lhlp7p3HOVmmzJh2I,Q856125,Royal Philharmonic Orchestra,Royal Philharmonic Orchestra,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,False,excluded_orchestra,False,True
Soft Cell [6aq8T2RcspxVOGgMrTzjWc],,6aq8T2RcspxVOGgMrTzjWc,Soft Cell,5766246,869007,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,6aq8T2RcspxVOGgMrTzjWc,Q1329303,Soft Cell,Soft Cell,Q39121,Leeds,musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Stealers Wheel [7bPU7cvfoD20ixGD9Qnqki],,7bPU7cvfoD20ixGD9Qnqki,Stealers Wheel,5726001,253056,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7bPU7cvfoD20ixGD9Qnqki,Q283638,Stealers Wheel,Stealers Wheel,Q211870,Paisley,musical group,Scotland,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Katrina and the Waves [2TzHIUhVpeeDxyJPpQfnV3],,2TzHIUhVpeeDxyJPpQfnV3,Katrina & The Waves,5671000,171867,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2TzHIUhVpeeDxyJPpQfnV3,Q934582,Katrina and the Waves,Katrina and the Waves,Q350,Cambridge,musical group,United Kingdom,approve,,Spotify uses an ampersand where Wikidata spells out and,https://open.spotify.com/artist/2TzHIUhVpeeDxyJPpQfnV3,False,accepted_reviewed_alias,True,True,eligible_group_or_duo,True,False
LF System [0HxX6imltnNXJyQhu4nsiO],,0HxX6imltnNXJyQhu4nsiO,LF SYSTEM,5611864,113693,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,0HxX6imltnNXJyQhu4nsiO,Q113022702,LF System,LF System,,,musical duo,Scotland|United Kingdom,,West Lothian,Wikidata formation place is missing; the artist's official biography describes both members as West Lothian natives,https://lfsystemmusic.com/about,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Everything but the Girl [13ccXrK7AmXb4TddMkE7jy],,13ccXrK7AmXb4TddMkE7jy,Everything But The Girl,5607393,480010,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,13ccXrK7AmXb4TddMkE7jy,Q313779,Everything but the Girl,Everything but the Girl,Q128147,Kingston upon Hull,married couple|musical duo,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The La's [47Z8LEl3LnQkcpva0xSthT],,47Z8LEl3LnQkcpva0xSthT,The La's,5581915,320009,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,47Z8LEl3LnQkcpva0xSthT,Q1860769,The La's,The La's,Q24826,Liverpool,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The xx [3iOvXCl6edW5Um0fXEBRXy],,3iOvXCl6edW5Um0fXEBRXy,The xx,5459918,3911861,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,3iOvXCl6edW5Um0fXEBRXy,Q869367,The xx,The xx,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Cinematic Orchestra [32ogthv0BdaSMPml02X9YB],,32ogthv0BdaSMPml02X9YB,The Cinematic Orchestra,5329785,811495,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,32ogthv0BdaSMPml02X9YB,Q1087300,The Cinematic Orchestra,The Cinematic Orchestra,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,False,excluded_orchestra,True,False
Fine Young Cannibals [20p5D2KrE8CGuOjHtxsyTp],,20p5D2KrE8CGuOjHtxsyTp,Fine Young Cannibals,5309505,1018624,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,20p5D2KrE8CGuOjHtxsyTp,Q14528,Fine Young Cannibals,Fine Young Cannibals,Q2256,Birmingham,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Stereophonics [21UJ7PRWb3Etgsu99f8yo8],,21UJ7PRWb3Etgsu99f8yo8,Stereophonics,5187258,1843050,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,21UJ7PRWb3Etgsu99f8yo8,Q28963,Stereophonics,Stereophonics,Q3365170,Cwmaman,musical group,Wales,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Bush [78SHxLdtysAXgywQ4vE0Oa],,78SHxLdtysAXgywQ4vE0Oa,Bush,5127264,2264067,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,78SHxLdtysAXgywQ4vE0Oa,Q247949,Bush,Bush,Q84,London,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Cocteau Twins [5Wabl1lPdNOeIn0SQ5A1mp],,5Wabl1lPdNOeIn0SQ5A1mp,Cocteau Twins,5124023,1683661,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,5Wabl1lPdNOeIn0SQ5A1mp,Q588820,Cocteau Twins,Cocteau Twins,Q617845,Grangemouth,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Bullet for My Valentine [7iWiAD5LLKyiox2grgfmUT],,7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine,5036374,3716305,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,7iWiAD5LLKyiox2grgfmUT,Q485385,Bullet for My Valentine,Bullet for My Valentine,Q6497774,Bridgend,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Prodigy [4k1ELeJKT1ISyDv8JivPpB],,4k1ELeJKT1ISyDv8JivPpB,The Prodigy,5031555,3074898,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,4k1ELeJKT1ISyDv8JivPpB,Q7256860,The Prodigy,The Prodigy,Q23240|Q676067,Braintree|Essex,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Zombies [2jgPkn6LuUazBoBk6vvjh5],,2jgPkn6LuUazBoBk6vvjh5,The Zombies,5025277,1164571,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2jgPkn6LuUazBoBk6vvjh5,Q1163207,The Zombies,The Zombies,Q6226,St Albans,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Hot Chocolate [72VzFto8DYvKHocaHYNWSi],,72VzFto8DYvKHocaHYNWSi,Hot Chocolate,5017699,393132,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,72VzFto8DYvKHocaHYNWSi,Q1368881,Hot Chocolate,Hot Chocolate,Q149556,West Hampstead,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
The Alan Parsons Project [2m62cc253Xvd9qYQ8d2X3d],,2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,4991688,1804870,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,2m62cc253Xvd9qYQ8d2X3d,Q533478,The Alan Parsons Project,The Alan Parsons Project,Q4093,Glasgow,musical group,United Kingdom,,,,,True,accepted_exact_name,True,True,eligible_group_or_duo,True,False
Philharmonia Orchestra [09KZU0NsS7jRa5p0SflmGY],,09KZU0NsS7jRa5p0SflmGY,Philharmonia Orchestra,4970488,116396,0,2026-07-18T20:45:22.974241+00:00,Spotify web-player queryArtistOverview,undocumented read-only web-client endpoint,09KZU0NsS7jRa5p0SflmGY,Q1046309,Philharmonia Orchestra,Philharmonia Orchestra,,,orchestra,United Kingdom,,,,,True,accepted_exact_name,True,False,excluded_orchestra,True,False
